Age,Gender,Ad name,Reach,Impressions,Frequency,Result Type,Results,Cost per result,Amount spent (PKR),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Reporting starts,Reporting ends,Creative
55-64,male,Adnan Suicide Inspection Video Campaign | 25 July,255,337,1.32156863,,,,66.73743608,198.033935,1,66.73743608,0.29673591,6/1/2024,8/27/2024,video
18-24,female,Raza creative car insurance conversion campaign | 28 june,108,144,1.33333333,,,,65.79957048,456.9414617,,,,6/1/2024,8/27/2024,
25-34,female,Inspection Campaign | Saqib | 6 June | Multiple adset,224,307,1.37053571,,,,64.18484952,209.0711711,1,64.18484952,0.3257329,6/1/2024,8/27/2024,image
35-44,female,Raza creative car insurance conversion campaign | 28 june,96,132,1.375,,,,63.86634064,483.8359139,,,,6/1/2024,8/27/2024,
45-54,female,Car insurance conversion campaign | 26 june,76,89,1.17105263,Messaging conversations started,2,31.38638234,62.77276467,705.3119626,3,20.92425489,3.37078652,6/1/2024,8/27/2024,
65+,female,Car insurance conversion campaign | 26 june,48,97,2.02083333,Messaging conversations started,1,62.58889486,62.58889486,645.2463387,2,31.29444743,2.06185567,6/1/2024,8/27/2024,
25-34,female,Lead Generation Inspection Campaign | Saqib | 31 May,575,631,1.0973913,,,,62.5251982,99.08906212,3,20.84173273,0.47543582,6/1/2024,8/27/2024,image
18-24,female,Inspection Campaign | Saqib | 5 June | Creative Change,315,381,1.20952381,Messaging conversations started,2,29.71582918,59.43165836,155.9886046,1,59.43165836,0.26246719,6/1/2024,8/27/2024,image
45-54,female,Creative Change Inspection Campaign | Engagement | 19 July,104,203,1.95192308,,,,57.05470107,281.0576408,1,57.05470107,0.49261084,6/1/2024,8/27/2024,image
18-24,female,Car insurance video traffic campaign | 10 july,288,448,1.55555556,Messaging conversations started,1,56.58794175,56.58794175,126.31237,3,18.86264725,0.66964286,6/1/2024,8/27/2024,
18-24,female,Car insurance video traffic campaign | 10 july,176,262,1.48863636,,,,56.55549586,215.8606712,1,56.55549586,0.38167939,6/1/2024,8/27/2024,
18-24,female,Creative Change Inspection Campaign | Engagement | 19 July,256,357,1.39453125,,,,56.23706991,157.5268065,3,18.74568997,0.84033613,6/1/2024,8/27/2024,image
35-44,unknown,Inspection Video Engagement Campaign | Saqib | 13 June | Creative Change,96,178,1.85416667,Messaging conversations started,1,55.53430529,55.53430529,311.9904792,2,27.76715264,1.12359551,6/1/2024,8/27/2024,
45-54,female,Inspection hasan video campaign | 6th July | Conversion,176,405,2.30113636,Messaging conversations started,1,55.39137404,55.39137404,136.7688248,3,18.46379135,0.74074074,6/1/2024,8/27/2024,video
55-64,male,Rasha Inspection Campaign | Multiple Adset | 23 July,274,419,1.52919708,,,,54.55190978,130.1954888,1,54.55190978,0.23866348,6/1/2024,8/27/2024,image
35-44,female,Raza creative car insurance conversion campaign | 26 june,92,107,1.16304348,,,,54.24110788,506.9262419,1,54.24110788,0.93457944,6/1/2024,8/27/2024,
18-24,female,Raza creative car insurance conversion campaign | 28 june,86,103,1.19767442,,,,54.12460327,525.4815851,2,27.06230163,1.94174757,6/1/2024,8/27/2024,
55-64,female,Car insurance conversion campaign | 26 june –,72,88,1.22222222,,,,54.06516137,614.3768338,1,54.06516137,1.13636364,6/1/2024,8/27/2024,
45-54,female,Raza creative car insurance conversion campaign | 28 june,48,70,1.45833333,,,,53.51259935,764.465705,1,53.51259935,1.42857143,6/1/2024,8/27/2024,
55-64,female,Car insurance conversion campaign | 26 june,12,65,5.41666667,,,,52.10010163,801.540025,,,,6/1/2024,8/27/2024,
55-64,female,Old Creative Inspection Campaign | Saqib | 24 June,175,189,1.08,,,,49.32046721,260.9548529,,,,6/1/2024,8/27/2024,image
45-54,female,Inspection Campaign | Saqib | 31 May | Creative Change –,152,196,1.28947368,Messaging conversations started,1,49.17399268,49.17399268,250.8877178,2,24.58699634,1.02040816,6/1/2024,8/27/2024,image
45-54,female,New Creative Inspection Campaign | Saqib | 22 June,176,236,1.34090909,,,,48.75586347,206.5926418,3,16.25195449,1.27118644,6/1/2024,8/27/2024,image
65+,male,Inspection Image Campaign | 26 July | Engagement,180,254,1.41111111,Messaging conversations started,1,47.94901373,47.94901373,188.7756446,5,9.58980275,1.96850394,6/1/2024,8/27/2024,image
55-64,female,New Inspection Campaign | Saqib | 29 June,80,263,3.2875,Messaging conversations started,1,47.33278111,47.33278111,179.9725518,3,15.7775937,1.14068441,6/1/2024,8/27/2024,image
45-54,female,Inspection Campaign | Saqib | 6 June | Multiple adset,96,158,1.64583333,,,,47.22759156,298.9088073,1,47.22759156,0.63291139,6/1/2024,8/27/2024,image
35-44,female,Inspection Image Campaign | 26 July | Engagement,215,232,1.07906977,,,,44.85617265,193.3455718,1,44.85617265,0.43103448,6/1/2024,8/27/2024,image
45-54,female,Inspection Campaign | Saqib | 6 June | Multiple adset,56,99,1.76785714,Messaging conversations started,1,44.34097443,44.34097443,447.8886307,1,44.34097443,1.01010101,6/1/2024,8/27/2024,image
55-64,female,Inspection Campaign | Saqib | 6 June | Multiple adset,16,77,4.8125,,,,43.77238882,568.472582,2,21.88619441,2.5974026,6/1/2024,8/27/2024,image
35-44,female,Lead Generation Inspection Campaign | Saqib | 31 May,216,269,1.24537037,,,,42.84650859,159.2807011,1,42.84650859,0.37174721,6/1/2024,8/27/2024,image
55-64,male,Inspection Campaign | Saqib | 5 June | Creative Change,146,148,1.01369863,,,,42.05041912,284.1244535,,,,6/1/2024,8/27/2024,image
55-64,male,Rasha Inspection Campaign | Multiple Adset | 23 July,176,279,1.58522727,Messaging conversations started,1,40.5049952,40.5049952,145.1791943,1,40.5049952,0.35842294,6/1/2024,8/27/2024,image
65+,female,Inspection Campaign | Saqib | 31 May | Creative Change –,80,142,1.775,,,,40.38400415,284.3943954,4,10.09600104,2.81690141,6/1/2024,8/27/2024,image
25-34,female,Raza creative car insurance conversion campaign | 28 june,66,85,1.28787879,,,,39.88600642,469.2471344,,,,6/1/2024,8/27/2024,
65+,female,Lead Generation Inspection Campaign | Saqib | 31 May,56,140,2.5,Meta leads,1,39.50691334,39.50691334,282.1922381,2,19.75345667,1.42857143,6/1/2024,8/27/2024,image
35-44,unknown,New Inspection Campaign | Saqib | 29 June,207,260,1.25603865,,,,36.71477929,141.2106896,1,36.71477929,0.38461538,6/1/2024,8/27/2024,image
65+,male,Inspection Campaign | Saqib | 6 June -,3813,3813,1,Reach,3813,9.38310172,35.77776686,9.38310172,3,11.92592229,0.07867821,6/1/2024,8/27/2024,image
45-54,female,Car insurance video traffic campaign | 10 july,96,134,1.39583333,Messaging conversations started,1,35.09000665,35.09000665,261.8657213,1,35.09000665,0.74626866,6/1/2024,8/27/2024,
45-54,female,Inspection Campaign | Saqib | 6 June | Multiple adset,84,138,1.64285714,,,,34.82988602,252.3904784,,,,6/1/2024,8/27/2024,image
45-54,female,Update creative inspection campaign | 25 june -,64,116,1.8125,,,,34.14591968,294.3613765,2,17.07295984,1.72413793,6/1/2024,8/27/2024,image
55-64,female,Inspection Campaign | Saqib | 31 May | Creative Change –,16,106,6.625,Messaging conversations started,2,16.49621144,32.99242288,311.2492725,3,10.99747429,2.83018868,6/1/2024,8/27/2024,image
45-54,female,Lead Generation Inspection Campaign | Saqib | 31 May,72,128,1.77777778,Meta leads,1,32.91744331,32.91744331,257.1675259,1,32.91744331,0.78125,6/1/2024,8/27/2024,image
55-64,female,Car insurance conversion campaign | 26 june,44,57,1.29545455,,,,32.90643486,577.3058748,1,32.90643486,1.75438596,6/1/2024,8/27/2024,
35-44,unknown,Car insurance video traffic campaign | 10 july,32,80,2.5,Messaging conversations started,1,32.89085512,32.89085512,411.1356889,1,32.89085512,1.25,6/1/2024,8/27/2024,
35-44,unknown,Old Creative Inspection Campaign | Saqib | 24 June,112,206,1.83928571,,,,32.15251804,156.0801847,,,,6/1/2024,8/27/2024,image
65+,male,Rasha Inspection Campaign | Multiple Adset | 23 July,108,200,1.85185185,Messaging conversations started,1,31.5930672,31.5930672,157.965336,1,31.5930672,0.5,6/1/2024,8/27/2024,image
35-44,female,Inspection Campaign | Saqib | 6 June -,3006,3392,1.12840985,Reach,3006,10.49913095,31.56038763,9.30435956,3,10.52012921,0.0884434,6/1/2024,8/27/2024,image
55-64,female,Raza Video Inspection Campaign 2 | Engagement | 19 July,123,123,1,,,,31.35706749,254.9355081,3,10.45235583,2.43902439,6/1/2024,8/27/2024,video
65+,female,Inspection Campaign | Saqib | 6 June | Multiple adset,32,82,2.5625,,,,31.12383786,379.5589983,1,31.12383786,1.2195122,6/1/2024,8/27/2024,image
45-54,female,Inspection Campaign | Saqib | 6 June | Multiple adset,60,65,1.08333333,Messaging conversations started,1,30.87347214,30.87347214,474.9764944,1,30.87347214,1.53846154,6/1/2024,8/27/2024,image
65+,male,Rasha Inspection Campaign | Multiple Adset | 23 July,62,87,1.40322581,,,,29.613127,340.3807701,,,,6/1/2024,8/27/2024,image
55-64,female,Raza creative car insurance conversion campaign | 28 june,22,29,1.31818182,,,,29.51663301,1017.814931,1,29.51663301,3.44827586,6/1/2024,8/27/2024,
65+,female,Car insurance conversion campaign | 26 june,40,69,1.725,Messaging conversations started,2,14.28823902,28.57647804,414.1518557,2,14.28823902,2.89855072,6/1/2024,8/27/2024,
45-54,female,Car insurance video traffic campaign | 10 july,56,87,1.55357143,,,,28.09801648,322.9657067,,,,6/1/2024,8/27/2024,
45-54,female,Raza creative car insurance conversion campaign | 28 june,46,55,1.19565217,,,,27.59039515,501.6435482,,,,6/1/2024,8/27/2024,
25-34,female,Rasha Inspection Campaign | Multiple Adset | 23 July,82,126,1.53658537,,,,27.56936788,218.804507,1,27.56936788,0.79365079,6/1/2024,8/27/2024,image
25-34,unknown,Inspection Video Engagement Campaign | Saqib | 13 June | Creative Change,64,113,1.765625,,,,25.72567045,227.6608005,,,,6/1/2024,8/27/2024,video
65+,female,Old Creative Inspection Campaign | Saqib | 24 June,32,99,3.09375,,,,25.6223167,258.8112798,2,12.81115835,2.02020202,6/1/2024,8/27/2024,image
65+,female,New Inspection Campaign | Saqib | 29 June,48,196,4.08333333,,,,25.3198505,129.1829107,4,6.32996263,2.04081633,6/1/2024,8/27/2024,image
55-64,female,Raza creative car insurance conversion campaign | 26 june,30,38,1.26666667,Messaging conversations started,1,25.1645294,25.1645294,662.224458,1,25.1645294,2.63157895,6/1/2024,8/27/2024,
55-64,female,Car insurance video traffic campaign | 10 july,64,64,1,,,,25.14833668,392.9427606,,,,6/1/2024,8/27/2024,
55-64,unknown,Inspection Video Engagement Campaign | Saqib | 13 June | Creative Change,0,68,0,,,,24.80725304,364.8125447,,,,6/1/2024,8/27/2024,video
18-24,female,Inspection Image Campaign | 26 July | Engagement,104,142,1.36538462,,,,24.10420665,169.7479342,,,,6/1/2024,8/27/2024,image
35-44,unknown,Raza Video Inspection Campaign 2 | Engagement | 19 July,128,141,1.1015625,,,,23.45788265,166.3679621,,,,6/1/2024,8/27/2024,video
45-54,unknown,Inspection Video Engagement Campaign | Saqib | 13 June | Creative Change,48,108,2.25,,,,23.39967852,216.66369,,,,6/1/2024,8/27/2024,video
25-34,female,Rasha Inspection Campaign | Multiple Adset | 23 July,88,165,1.875,,,,23.23284044,140.8050936,1,23.23284044,0.60606061,6/1/2024,8/27/2024,image
55-64,female,Inspection hasan video campaign | 6th July | Conversion,48,135,2.8125,,,,22.25439307,164.8473561,1,22.25439307,0.74074074,6/1/2024,8/27/2024,video
55-64,female,Inspection Campaign | Saqib | 6 June | Multiple adset,40,72,1.8,,,,21.54755646,299.2716175,2,10.77377823,2.77777778,6/1/2024,8/27/2024,image
45-54,female,Car insurance conversion campaign | 26 june,56,59,1.05357143,,,,21.04539151,356.7015511,,,,6/1/2024,8/27/2024,
65+,female,Raza creative car insurance conversion campaign | 26 june,22,29,1.31818182,Messaging conversations started,1,20.73485552,20.73485552,714.9950178,1,20.73485552,3.44827586,6/1/2024,8/27/2024,
45-54,unknown,Old Creative Inspection Campaign | Saqib | 24 June,48,119,2.47916667,,,,20.47791381,172.0833094,1,20.47791381,0.84033613,6/1/2024,8/27/2024,image
55-64,female,Car insurance video traffic campaign | 10 july,24,57,2.375,,,,20.09021636,352.4599361,,,,6/1/2024,8/27/2024,
35-44,unknown,Inspection hasan video campaign | 6th July | Conversion,176,211,1.19886364,,,,19.87819497,94.20945485,,,,6/1/2024,8/27/2024,image
65+,female,Car insurance conversion campaign | 26 june –,40,61,1.525,,,,19.8724919,325.7785557,1,19.8724919,1.63934426,6/1/2024,8/27/2024,
25-34,unknown,Inspection hasan video campaign | 6th July | Conversion,80,125,1.5625,Messaging conversations started,1,19.75838667,19.75838667,158.0670933,2,9.87919333,1.6,6/1/2024,8/27/2024,image
55-64,female,Car insurance video traffic campaign | 10 july,52,52,1,,,,19.54080251,375.7846636,,,,6/1/2024,8/27/2024,
65+,male,Rasha Inspection Campaign | Multiple Adset | 23 July,94,134,1.42553191,,,,18.45711254,137.7396458,,,,6/1/2024,8/27/2024,image
65+,female,Car insurance video traffic campaign | 10 july,8,42,5.25,,,,18.38359589,437.7046641,1,18.38359589,2.38095238,6/1/2024,8/27/2024,
55-64,female,Update creative inspection campaign | 25 june -,32,48,1.5,Messaging conversations started,1,17.68644919,17.68644919,368.4676915,1,17.68644919,2.08333333,6/1/2024,8/27/2024,image
65+,female,Raza Video Inspection Campaign 2 | Engagement | 19 July,16,96,6,,,,17.39618203,181.2102295,1,17.39618203,1.04166667,6/1/2024,8/27/2024,image
65+,female,Car insurance video traffic campaign | 10 july,0,33,0,,,,17.25421908,522.8551235,,,,6/1/2024,8/27/2024,
18-24,unknown,Raza Video Inspection Campaign 2 | Engagement | 19 July,0,43,0,,,,17.13653752,398.5241284,,,,6/1/2024,8/27/2024,video
55-64,female,New Creative Inspection Campaign | Saqib | 22 June,32,57,1.78125,,,,16.91041305,296.6739132,1,16.91041305,1.75438596,6/1/2024,8/27/2024,image
35-44,female,Rasha Inspection Campaign | Multiple Adset | 23 July,70,91,1.3,,,,16.71832663,183.7178751,1,16.71832663,1.0989011,6/1/2024,8/27/2024,image
35-44,female,Inspection Campaign | Saqib | 5 June | Creative Change,54,68,1.25925926,,,,16.6424617,244.7420838,2,8.32123085,2.94117647,6/1/2024,8/27/2024,image
45-54,unknown,New Inspection Campaign | Saqib | 29 June,48,119,2.47916667,,,,16.63420548,139.7832394,,,,6/1/2024,8/27/2024,image
35-44,unknown,Car insurance video traffic campaign | 10 july,32,93,2.90625,,,,16.34762762,175.7809421,,,,6/1/2024,8/27/2024,
45-54,female,Inspection Image Campaign | 26 July | Engagement,56,102,1.82142857,Messaging conversations started,1,16.11270437,16.11270437,157.9676899,4,4.02817609,3.92156863,6/1/2024,8/27/2024,image
35-44,female,Rasha Inspection Campaign | Multiple Adset | 23 July,68,81,1.19117647,,,,16.09118914,198.6566561,,,,6/1/2024,8/27/2024,image
45-54,unknown,Car insurance conversion campaign | 26 june –,8,14,1.75,,,,15.73821469,1124.158192,,,,6/1/2024,8/27/2024,
25-34,female,Adnan Suicide Inspection Video Campaign | 25 July,42,57,1.35714286,,,,15.60963794,273.8532972,,,,6/1/2024,8/27/2024,video
55-64,female,Rasha Inspection Campaign | Multiple Adset | 23 July,14,23,1.64285714,,,,15.49374625,673.6411412,,,,6/1/2024,8/27/2024,image
55-64,unknown,New Inspection Campaign | Saqib | 29 June,0,64,0,,,,15.23972119,238.1206436,1,15.23972119,1.5625,6/1/2024,8/27/2024,image
65+,female,Raza creative car insurance conversion campaign | 28 june,10,23,2.3,,,,14.93607885,649.3947325,,,,6/1/2024,8/27/2024,
25-34,unknown,Sale My Car | Traffic Campaign | Saqib | 10th june,255,714,2.8,Link clicks,5,2.97090409,14.85452046,20.8046505,5,2.97090409,0.70028011,6/1/2024,8/27/2024,
18-24,unknown,Sale My Car | Traffic Campaign | Saqib | 10th june,255,769,3.01568627,Link clicks,4,3.6986759,14.7947036,19.23888634,4,3.6986759,0.52015605,6/1/2024,8/27/2024,
35-44,unknown,Sale My Car | Traffic Campaign | Saqib | 10th june,255,468,1.83529412,Link clicks,9,1.6183784,14.56540563,31.1226616,9,1.6183784,1.92307692,6/1/2024,8/27/2024,
35-44,unknown,New Creative Inspection Campaign | Saqib | 22 June,80,87,1.0875,,,,14.52599493,166.9654589,1,14.52599493,1.14942529,6/1/2024,8/27/2024,image
35-44,female,Rasha Inspection Campaign | Multiple Adset | 23 July,68,107,1.57352941,,,,13.80466174,129.0155303,,,,6/1/2024,8/27/2024,image
35-44,female,Adnan Suicide Inspection Video Campaign | 25 July,38,46,1.21052632,,,,13.69458971,297.7084719,1,13.69458971,2.17391304,6/1/2024,8/27/2024,video
18-24,unknown,New Inspection Campaign | Saqib | 29 June,32,59,1.84375,,,,13.54641884,229.6003193,,,,6/1/2024,8/27/2024,image
45-54,female,Raza creative car insurance conversion campaign | 26 june,28,35,1.25,,,,13.5179711,386.2277456,1,13.5179711,2.85714286,6/1/2024,8/27/2024,
45-54,female,Inspection Campaign | Saqib | 6 June -,1279,1462,1.14308053,Reach,1279,10.25164346,13.11185199,8.96843501,,,,6/1/2024,8/27/2024,image
18-24,unknown,New Creative Free Ad Website Traffic | Saqib | 27 June,255,744,2.91764706,Link clicks,8,1.58883632,12.71069054,17.08426148,8,1.58883632,1.07526882,6/1/2024,8/27/2024,
25-34,unknown,New Creative Free Ad Website Traffic | Saqib | 27 June,510,679,1.33137255,Link clicks,1,12.65092241,12.65092241,18.63169721,1,12.65092241,0.14727541,6/1/2024,8/27/2024,
25-34,unknown,Car insurance conversion campaign | 26 june –,8,14,1.75,,,,12.53265193,895.1894232,,,,6/1/2024,8/27/2024,
55-64,female,Inspection Campaign | Saqib | 6 June | Multiple adset,36,43,1.19444444,,,,12.40963279,288.5961113,,,,6/1/2024,8/27/2024,image
25-34,female,Rasha Inspection Campaign | Multiple Adset | 23 July,52,88,1.69230769,,,,12.1221014,137.7511523,2,6.0610507,2.27272727,6/1/2024,8/27/2024,image
25-34,unknown,New Inspection Campaign | Saqib | 29 June,96,102,1.0625,,,,11.9228407,116.8905951,,,,6/1/2024,8/27/2024,image
55-64,female,Inspection Campaign | Saqib | 6 June | Multiple adset,16,39,2.4375,,,,11.65447021,298.8325696,,,,6/1/2024,8/27/2024,image
35-44,unknown,Update creative inspection campaign | 25 june -,32,44,1.375,,,,11.58148196,263.2154991,,,,6/1/2024,8/27/2024,image
25-34,female,Rasha Inspection Campaign | Multiple Adset | 23 July,52,75,1.44230769,,,,11.4619968,152.826624,,,,6/1/2024,8/27/2024,image
65+,female,Creative Change Inspection Campaign | Engagement | 19 July,16,50,3.125,,,,11.37703843,227.5407687,1,11.37703843,2,6/1/2024,8/27/2024,image
55-64,female,Creative Change Inspection Campaign | Engagement | 19 July,40,72,1.8,,,,11.29726954,156.9065214,,,,6/1/2024,8/27/2024,image
55-64,female,Lead Generation Inspection Campaign | Saqib | 31 May,32,59,1.84375,,,,11.22502761,190.2547053,1,11.22502761,1.69491525,6/1/2024,8/27/2024,image
65+,female,Inspection hasan video campaign | 6th July | Conversion,32,109,3.40625,Messaging conversations started,1,11.20207673,11.20207673,102.7713461,2,5.60103836,1.83486239,6/1/2024,8/27/2024,video
45-54,unknown,Raza Video Inspection Campaign 2 | Engagement | 19 July,48,55,1.14583333,,,,11.1147822,202.0869492,,,,6/1/2024,8/27/2024,video
55-64,unknown,Old Creative Inspection Campaign | Saqib | 24 June,16,39,2.4375,,,,11.0165992,282.4769027,,,,6/1/2024,8/27/2024,image
35-44,female,Rasha Inspection Campaign | Multiple Adset | 23 July,50,68,1.36,,,,10.93559882,160.8176297,,,,6/1/2024,8/27/2024,image
65+,female,Raza creative car insurance conversion campaign | 28 june,15,15,1,,,,10.88189171,725.4594474,,,,6/1/2024,8/27/2024,
65+,female,Inspection Campaign | Saqib | 6 June | Multiple adset,32,59,1.84375,,,,10.72380709,181.7594422,,,,6/1/2024,8/27/2024,image
55-64,female,Raza creative car insurance conversion campaign | 28 june,22,28,1.27272727,,,,10.32273361,368.6690576,1,10.32273361,3.57142857,6/1/2024,8/27/2024,
25-34,unknown,Car insurance video traffic campaign | 10 july,16,59,3.6875,,,,10.27964374,174.2312498,,,,6/1/2024,8/27/2024,
65+,female,Inspection Campaign | Saqib | 6 June | Multiple adset,20,29,1.45,,,,10.22121748,352.455775,,,,6/1/2024,8/27/2024,image
35-44,unknown,Creative Change Inspection Campaign | Engagement | 19 July,56,75,1.33928571,,,,9.80160279,130.6880372,,,,6/1/2024,8/27/2024,image
35-44,unknown,Inspection Campaign | Saqib | 31 May | Creative Change –,24,48,2,,,,9.64901014,201.0210446,,,,6/1/2024,8/27/2024,image
35-44,unknown,Raza creative car insurance conversion campaign | 28 june,12,20,1.66666667,,,,9.61632372,480.8161859,,,,6/1/2024,8/27/2024,
55-64,unknown,Inspection Campaign | Saqib | 31 May | Creative Change –,16,20,1.25,,,,9.56910116,478.4550578,,,,6/1/2024,8/27/2024,image
35-44,unknown,Car insurance conversion campaign | 26 june –,8,30,3.75,,,,9.47688181,315.8960605,,,,6/1/2024,8/27/2024,
35-44,unknown,Car insurance video traffic campaign | 10 july,16,62,3.875,,,,9.39323281,151.503755,,,,6/1/2024,8/27/2024,
18-24,unknown,Car insurance video traffic campaign | 10 july,39,39,1,,,,9.26360221,237.5282618,,,,6/1/2024,8/27/2024,
65+,female,Inspection Campaign | Saqib | 5 June | Creative Change,16,20,1.25,,,,9.15485146,457.7425728,,,,6/1/2024,8/27/2024,image
35-44,unknown,New Creative Free Ad Website Traffic | Saqib | 27 June,255,427,1.6745098,Link clicks,2,4.51249437,9.02498874,21.13580501,2,4.51249437,0.46838407,6/1/2024,8/27/2024,
65+,female,Update creative inspection campaign | 25 june -,16,37,2.3125,,,,8.96791755,242.3761501,,,,6/1/2024,8/27/2024,image
65+,male,Inspection Campaign | Saqib | 5 June | Creative Change,48,53,1.10416667,,,,8.84536357,166.8936522,1,8.84536357,1.88679245,6/1/2024,8/27/2024,image
65+,male,Rasha Inspection Campaign | Multiple Adset | 23 July,60,81,1.35,,,,8.79023324,108.521398,,,,6/1/2024,8/27/2024,image
55-64,unknown,Car insurance conversion campaign | 26 june –,8,18,2.25,,,,8.53818119,474.3433996,,,,6/1/2024,8/27/2024,
18-24,unknown,Inspection Video Engagement Campaign | Saqib | 13 June | Creative Change,65,65,1,,,,8.5053439,130.8514446,,,,6/1/2024,8/27/2024,video
35-44,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,4,42,10.5,,,,8.37280571,199.352517,,,,6/1/2024,8/27/2024,image
65+,female,Car insurance video traffic campaign | 10 july,32,51,1.59375,,,,8.03709729,157.5901429,,,,6/1/2024,8/27/2024,
45-54,unknown,Inspection hasan video campaign | 6th July | Conversion,32,65,2.03125,,,,7.94728438,122.2659135,,,,6/1/2024,8/27/2024,video
25-34,unknown,Old Creative Inspection Campaign | Saqib | 24 June,48,62,1.29166667,,,,7.83624161,126.3909936,,,,6/1/2024,8/27/2024,image
45-54,female,Adnan Suicide Inspection Video Campaign | 25 July,32,40,1.25,,,,7.64024451,191.0061128,,,,6/1/2024,8/27/2024,video
45-54,unknown,Car insurance video traffic campaign | 10 july,16,46,2.875,,,,7.50513795,163.1551729,1,7.50513795,2.17391304,6/1/2024,8/27/2024,
65+,unknown,Car insurance conversion campaign | 26 june –,0,3,0,,,,7.41972939,2473.243129,,,,6/1/2024,8/27/2024,
35-44,unknown,Car insurance conversion campaign | 26 june,12,23,1.91666667,,,,7.35051071,319.5874222,,,,6/1/2024,8/27/2024,
45-54,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,24,26,1.08333333,,,,7.10662806,273.3318486,,,,6/1/2024,8/27/2024,image
25-34,unknown,Raza Video Inspection Campaign 2 | Engagement | 19 July,48,63,1.3125,,,,7.09029233,112.5443227,,,,6/1/2024,8/27/2024,image
35-44,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,28,36,1.28571429,,,,7.04593103,195.7203064,,,,6/1/2024,8/27/2024,image
18-24,female,Rasha Inspection Campaign | Multiple Adset | 23 July,22,44,2,,,,7.00510877,159.2070174,,,,6/1/2024,8/27/2024,image
65+,female,Inspection Campaign | Saqib | 6 June | Multiple adset,24,38,1.58333333,,,,7.00068087,184.228444,,,,6/1/2024,8/27/2024,image
45-54,unknown,Creative Change Inspection Campaign | Engagement | 19 July,16,40,2.5,,,,6.84018262,171.0045654,,,,6/1/2024,8/27/2024,image
45-54,unknown,Car insurance conversion campaign | 26 june,4,22,5.5,,,,6.82334282,310.1519466,,,,6/1/2024,8/27/2024,
65+,female,Inspection Campaign | Saqib | 6 June -,767,771,1.00521512,Reach,767,8.71687778,6.68584526,8.67165403,,,,6/1/2024,8/27/2024,image
45-54,female,Rasha Inspection Campaign | Multiple Adset | 23 July,24,32,1.33333333,,,,6.64441447,207.6379523,,,,6/1/2024,8/27/2024,image
18-24,unknown,Website Traffic | Saqib | 1 June,128,194,1.515625,Link clicks,2,3.31484356,6.62968713,34.173645,2,3.31484356,1.03092784,6/1/2024,8/27/2024,
18-24,unknown,Inspection hasan video campaign | 6th July | Conversion,61,61,1,Messaging conversations started,1,6.60942495,6.60942495,108.3512287,1,6.60942495,1.63934426,6/1/2024,8/27/2024,video
45-54,female,Rasha Inspection Campaign | Multiple Adset | 23 July,36,56,1.55555556,,,,6.60228183,117.8978898,,,,6/1/2024,8/27/2024,image
45-54,female,Inspection Campaign | Saqib | 6 June | Multiple adset,24,49,2.04166667,Messaging conversations started,1,6.34447464,6.34447464,129.4790743,1,6.34447464,2.04081633,6/1/2024,8/27/2024,image
18-24,unknown,Inspection Campaign | Saqib | 31 May | Creative Change –,8,38,4.75,,,,6.24288959,164.286568,,,,6/1/2024,8/27/2024,image
55-64,unknown,Inspection hasan video campaign | 6th July | Conversion,0,31,0,Messaging conversations started,1,6.18011185,6.18011185,199.3584467,1,6.18011185,3.22580645,6/1/2024,8/27/2024,video
25-34,unknown,Car insurance video traffic campaign | 10 july,16,64,4,,,,5.92312133,92.54877073,,,,6/1/2024,8/27/2024,
25-34,unknown,Creative Change Inspection Campaign | Engagement | 19 July,24,34,1.41666667,,,,5.83310034,171.5617746,,,,6/1/2024,8/27/2024,image
18-24,unknown,Car insurance conversion campaign | 26 june,8,15,1.875,,,,5.80879331,387.2528872,,,,6/1/2024,8/27/2024,
18-24,unknown,Car insurance video traffic campaign | 10 july,8,36,4.5,,,,5.79851749,161.0699302,,,,6/1/2024,8/27/2024,
55-64,female,Inspection Image Campaign | 26 July | Engagement,24,41,1.70833333,,,,5.70679065,139.1900158,,,,6/1/2024,8/27/2024,image
65+,male,Adnan Suicide Inspection Video Campaign | 25 July,32,32,1,,,,5.58555735,174.5486671,,,,6/1/2024,8/27/2024,video
55-64,female,Inspection Campaign | Saqib | 6 June | Multiple adset,19,19,1,,,,5.5426218,291.7169371,,,,6/1/2024,8/27/2024,image
25-34,unknown,Car insurance video traffic campaign | 10 july,16,34,2.125,,,,5.47182411,160.9360031,,,,6/1/2024,8/27/2024,
35-44,unknown,Inspection Campaign | Saqib | 6 June | Multiple adset,12,35,2.91666667,,,,5.43742007,155.354859,1,5.43742007,2.85714286,6/1/2024,8/27/2024,image
45-54,unknown,New Creative Free Ad Website Traffic | Saqib | 27 June,0,205,0,Link clicks,2,2.70450822,5.40901643,26.385446,2,2.70450822,0.97560976,6/1/2024,8/27/2024,
55-64,female,Inspection Campaign | Saqib | 6 June -,128,564,4.40625,Reach,128,41.53668813,5.31669608,9.4267661,,,,6/1/2024,8/27/2024,image
45-54,unknown,Sale My Car | Traffic Campaign | Saqib | 10th june,0,225,0,Link clicks,2,2.62695714,5.25391428,23.35073015,2,2.62695714,0.88888889,6/1/2024,8/27/2024,
